,precision,recall,f1-score,support
0,0.3225806451612903,0.7692307692307693,0.45454545454545453,13.0
1,1.0,0.2857142857142857,0.4444444444444445,7.0
2,1.0,0.5555555555555556,0.7142857142857143,9.0
3,0.5,0.25,0.3333333333333333,8.0
4,0.0,0.0,0.0,7.0
accuracy,0.4318181818181818,0.4318181818181818,0.4318181818181818,0.4318181818181818
macro avg,0.564516129032258,0.3721001221001221,0.3893217893217893,44.0
weighted avg,0.5498533724340177,0.4318181818181818,0.4117145480781845,44.0
