,precision,recall,f1-score,support
0,0.4909090909090909,0.9,0.6352941176470589,30.0
1,0.0,0.0,0.0,8.0
2,1.0,0.8571428571428571,0.923076923076923,7.0
3,0.0,0.0,0.0,10.0
4,0.0,0.0,0.0,9.0
accuracy,0.515625,0.515625,0.515625,0.515625
macro avg,0.2981818181818182,0.3514285714285714,0.3116742081447964,64.0
weighted avg,0.33948863636363635,0.515625,0.3987556561085973,64.0
