,precision,recall,f1-score,support
0,0.6111111111111112,0.6019900497512438,0.6065162907268171,201.0
1,0.5555555555555556,0.43209876543209874,0.48611111111111116,81.0
2,0.8359375,0.8699186991869918,0.852589641434263,123.0
3,0.7647058823529411,0.8125,0.787878787878788,128.0
4,0.7685185185185185,0.83,0.798076923076923,100.0
accuracy,0.7109004739336493,0.7109004739336493,0.7109004739336493,0.7109004739336493
macro avg,0.7071657135076254,0.7093015028740669,0.7062345508455804,633.0
weighted avg,0.7036142979879332,0.7109004739336493,0.7058601540105558,633.0
