,precision,recall,f1-score,support
0,0.6875,0.6875,0.6875,16.0
1,0.875,0.875,0.875,8.0
2,1.0,0.875,0.9333333333333333,8.0
3,0.6923076923076923,0.8181818181818182,0.7500000000000001,11.0
4,0.875,0.7777777777777778,0.823529411764706,9.0
accuracy,0.7884615384615384,0.7884615384615384,0.7884615384615384,0.7884615384615384
macro avg,0.8259615384615385,0.8066919191919192,0.8138725490196078,52.0
weighted avg,0.7978920118343195,0.7884615384615384,0.7909313725490197,52.0
