,precision,recall,f1-score,support
0,0.5416666666666666,0.38235294117647056,0.44827586206896547,34.0
1,1.0,1.0,1.0,7.0
2,0.5,0.5714285714285714,0.5333333333333333,7.0
3,0.14285714285714285,0.2,0.16666666666666666,10.0
4,0.6153846153846154,1.0,0.761904761904762,8.0
accuracy,0.5151515151515151,0.5151515151515151,0.5151515151515151,0.5151515151515151
macro avg,0.559981684981685,0.6307563025210083,0.5820361247947454,66.0
weighted avg,0.5343684093684093,0.5151515151515151,0.5111608697815595,66.0
