,precision,recall,f1-score,support
0,0.6111111111111112,0.4583333333333333,0.5238095238095238,24.0
1,0.6153846153846154,0.6666666666666666,0.64,12.0
2,0.7222222222222222,0.7647058823529411,0.7428571428571428,17.0
3,0.7222222222222222,0.6842105263157895,0.7027027027027027,19.0
4,0.7272727272727273,0.9411764705882353,0.8205128205128205,17.0
accuracy,0.6853932584269663,0.6853932584269663,0.6853932584269663,0.6853932584269663
macro avg,0.6796425796425798,0.7030185758513932,0.685976437976438,89.0
weighted avg,0.6788193080327912,0.6853932584269663,0.676180553933363,89.0
