,precision,recall,f1-score,support
0,0.7272727272727273,0.5,0.5925925925925926,16.0
1,0.75,0.8571428571428571,0.7999999999999999,7.0
2,1.0,1.0,1.0,8.0
3,0.7857142857142857,1.0,0.88,11.0
4,0.7,0.7777777777777778,0.7368421052631577,9.0
accuracy,0.7843137254901961,0.7843137254901961,0.7843137254901961,0.7843137254901961
macro avg,0.7925974025974026,0.826984126984127,0.80188693957115,51.0
weighted avg,0.7809651133180544,0.7843137254901961,0.7724129495852922,51.0
