,precision,recall,f1-score,support
0,0.6495327102803738,0.6556603773584906,0.6525821596244131,424.0
1,0.8169934640522876,0.7668711656441718,0.7911392405063291,163.0
2,0.8081632653061225,0.792,0.8,250.0
3,0.7490909090909091,0.7773584905660378,0.762962962962963,265.0
4,0.7268292682926829,0.7303921568627451,0.7286063569682151,204.0
accuracy,0.7320061255742726,0.7320061255742726,0.7320061255742726,0.7320061255742726
macro avg,0.7501219234044753,0.7444564380862891,0.7470581440123841,1306.0
weighted avg,0.7330741820572207,0.7320061255742726,0.7323670856738009,1306.0
