,precision,recall,f1-score,support
0,0.7036144578313253,0.6886792452830188,0.6960667461263409,424.0
1,0.8376623376623377,0.7914110429447853,0.8138801261829652,163.0
2,0.8421052631578947,0.832,0.8370221327967807,250.0
3,0.7867132867132867,0.8490566037735849,0.8166969147005444,265.0
4,0.7941176470588235,0.7941176470588235,0.7941176470588235,204.0
accuracy,0.777947932618683,0.777947932618683,0.777947932618683,0.777947932618683
macro avg,0.7928425984847335,0.7910529078120424,0.791556713373091,1306.0
weighted avg,0.7778536201592171,0.777947932618683,0.7775459238286611,1306.0
