,precision,recall,f1-score,support
0,0.7034120734908137,0.6320754716981132,0.6658385093167701,424.0
1,0.8589743589743589,0.8220858895705522,0.8401253918495297,163.0
2,0.8791666666666667,0.844,0.8612244897959184,250.0
3,0.7371794871794872,0.8679245283018868,0.7972270363951474,265.0
4,0.7603686635944701,0.8088235294117647,0.7838479809976248,204.0
accuracy,0.7718223583460949,0.7718223583460949,0.7718223583460949,0.7718223583460949
macro avg,0.7878202499811594,0.7949818837964633,0.789652681670998,1306.0
weighted avg,0.7722197379903738,0.7718223583460949,0.7700859433682947,1306.0
