,precision,recall,f1-score,support
0,0.4765957446808511,0.5572139303482587,0.5137614678899084,201.0
1,0.5217391304347826,0.2962962962962963,0.3779527559055118,81.0
2,0.7563025210084033,0.7317073170731707,0.743801652892562,123.0
3,0.6299212598425197,0.625,0.6274509803921569,128.0
4,0.7169811320754716,0.76,0.7378640776699028,100.0
accuracy,0.6034755134281201,0.6034755134281201,0.6034755134281201,0.6034755134281201
macro avg,0.6203079576084056,0.5940435087435452,0.6001661869500083,633.0
weighted avg,0.6057027785110455,0.6034755134281201,0.5994754578786564,633.0
