,precision,recall,f1-score,support
0,0.5,0.5294117647058824,0.5142857142857143,17.0
1,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
2,0.75,0.6666666666666666,0.7058823529411765,9.0
3,0.5833333333333334,0.5833333333333334,0.5833333333333334,12.0
4,0.8,0.8,0.8000000000000002,10.0
accuracy,0.6545454545454545,0.6545454545454545,0.6545454545454545,0.6545454545454545
macro avg,0.6980952380952381,0.6873109243697479,0.6921288515406163,55.0
weighted avg,0.6590909090909091,0.6545454545454545,0.6562872421695952,55.0
