,precision,recall,f1-score,support
0,0.4,0.35294117647058826,0.37500000000000006,17.0
1,0.875,1.0,0.9333333333333333,7.0
2,0.8,0.8888888888888888,0.8421052631578948,9.0
3,0.6,0.5,0.5454545454545454,12.0
4,0.5833333333333334,0.7,0.6363636363636365,10.0
accuracy,0.6181818181818182,0.6181818181818182,0.6181818181818182,0.6181818181818182
macro avg,0.6516666666666667,0.6883660130718955,0.666451355661882,55.0
weighted avg,0.6028787878787878,0.6181818181818182,0.6072067565608237,55.0
