,precision,recall,f1-score,support
0,0.7349397590361446,0.5922330097087378,0.6559139784946236,206.0
1,0.8571428571428571,0.7951807228915663,0.825,83.0
2,0.8181818181818182,0.8571428571428571,0.8372093023255814,126.0
3,0.7337662337662337,0.837037037037037,0.782006920415225,135.0
4,0.7317073170731707,0.8823529411764706,0.8,102.0
accuracy,0.7653374233128835,0.7653374233128835,0.7653374233128835,0.7653374233128835
macro avg,0.7751475970400449,0.7927893135913338,0.780026040247086,652.0
weighted avg,0.7658342706980321,0.7653374233128835,0.7611235980352318,652.0
