,precision,recall,f1-score,support
0,0.5741626794258373,0.5825242718446602,0.5783132530120482,206.0
1,0.7195121951219512,0.7108433734939759,0.7151515151515151,83.0
2,0.776,0.7698412698412699,0.7729083665338645,126.0
3,0.6590909090909091,0.6444444444444445,0.651685393258427,135.0
4,0.6730769230769231,0.6862745098039216,0.6796116504854369,102.0
accuracy,0.6641104294478528,0.6641104294478528,0.6641104294478528,0.6641104294478528
macro avg,0.6803685413431243,0.6787855738856544,0.6795340356882584,652.0
weighted avg,0.6647302807330726,0.6641104294478528,0.6643780314428326,652.0
