,precision,recall,f1-score,support
0,0.7237569060773481,0.6359223300970874,0.6770025839793283,206.0
1,0.8831168831168831,0.8192771084337349,0.85,83.0
2,0.8671875,0.8809523809523809,0.874015748031496,126.0
3,0.75,0.8888888888888888,0.8135593220338982,135.0
4,0.8113207547169812,0.8431372549019608,0.826923076923077,102.0
accuracy,0.7914110429447853,0.7914110429447853,0.7914110429447853,0.7914110429447853
macro avg,0.8070764087822425,0.8136355926548106,0.8083001461935598,652.0
weighted avg,0.7908941195272501,0.7914110429447853,0.7888269614607979,652.0
